x, y, v_x, v_y
19721.4, 3186.39, 192.482, -256.695
19723.3, 3183.82, 192.457, -256.76
19725.3, 3181.26, 192.433, -256.825
19727.2, 3178.69, 192.408, -256.891
19729.1, 3176.12, 192.383, -256.956
19731, 3173.55, 192.359, -257.021
19733, 3170.98, 192.334, -257.086
19734.9, 3168.41, 192.309, -257.151
19736.8, 3165.84, 192.284, -257.216
19738.7, 3163.26, 192.26, -257.281
19740.6, 3160.69, 192.235, -257.346
19742.6, 3158.12, 192.21, -257.411
19744.5, 3155.54, 192.186, -257.476
19746.4, 3152.97, 192.161, -257.541
19748.3, 3150.39, 192.136, -257.606
19750.3, 3147.82, 192.112, -257.671
19752.2, 3145.24, 192.087, -257.736
19754.1, 3142.66, 192.062, -257.801
19756, 3140.09, 192.037, -257.866
19757.9, 3137.51, 192.013, -257.931
19759.9, 3134.93, 191.988, -257.996
19761.8, 3132.35, 191.963, -258.061
19763.7, 3129.77, 191.939, -258.126
19765.6, 3127.19, 191.914, -258.191
19767.5, 3124.6, 191.889, -258.256
19769.5, 3122.02, 191.865, -258.32
19771.4, 3119.44, 191.84, -258.385
19773.3, 3116.85, 191.815, -258.45
19775.2, 3114.27, 191.791, -258.515
19777.1, 3111.69, 191.766, -258.58
19779, 3109.1, 191.741, -258.644
19781, 3106.51, 191.716, -258.709
19782.9, 3103.93, 191.692, -258.774
19784.8, 3101.34, 191.667, -258.839
19786.7, 3098.75, 191.642, -258.904
19788.6, 3096.16, 191.618, -258.968
19790.5, 3093.57, 191.593, -259.033
19792.5, 3090.98, 191.568, -259.098
19794.4, 3088.39, 191.544, -259.162
19796.3, 3085.8, 191.519, -259.227
19798.2, 3083.21, 191.494, -259.292
19800.1, 3080.61, 191.47, -259.357
19802, 3078.02, 191.445, -259.421
19803.9, 3075.43, 191.42, -259.486
19805.9, 3072.83, 191.395, -259.55
19807.8, 3070.23, 191.371, -259.615
19809.7, 3067.64, 191.346, -259.68
19811.6, 3065.04, 191.321, -259.744
19813.5, 3062.44, 191.297, -259.809
19815.4, 3059.85, 191.272, -259.873
19817.3, 3057.25, 191.247, -259.938
19819.3, 3054.65, 191.223, -260.003
19821.2, 3052.05, 191.198, -260.067
19823.1, 3049.45, 191.173, -260.132
19825, 3046.85, 191.149, -260.196
19826.9, 3044.24, 191.124, -260.261
19828.8, 3041.64, 191.099, -260.325
19830.7, 3039.04, 191.075, -260.39
19832.6, 3036.43, 191.05, -260.454
19834.5, 3033.83, 191.025, -260.518
19836.5, 3031.22, 191, -260.583
19838.4, 3028.62, 190.976, -260.647
19840.3, 3026.01, 190.951, -260.712
19842.2, 3023.41, 190.926, -260.776
19844.1, 3020.8, 190.902, -260.841
19846, 3018.19, 190.877, -260.905
19847.9, 3015.58, 190.852, -260.969
19849.8, 3012.97, 190.828, -261.034
19851.7, 3010.36, 190.803, -261.098
19853.6, 3007.75, 190.778, -261.162
19855.5, 3005.14, 190.754, -261.227
19857.5, 3002.53, 190.729, -261.291
19859.4, 2999.91, 190.704, -261.355
19861.3, 2997.3, 190.68, -261.419
19863.2, 2994.68, 190.655, -261.484
19865.1, 2992.07, 190.63, -261.548
19867, 2989.45, 190.606, -261.612
19868.9, 2986.84, 190.581, -261.676
19870.8, 2984.22, 190.556, -261.741
19872.7, 2981.6, 190.532, -261.805
19874.6, 2978.99, 190.507, -261.869
19876.5, 2976.37, 190.482, -261.933
19878.4, 2973.75, 190.457, -261.997
19880.3, 2971.13, 190.433, -262.062
19882.2, 2968.51, 190.408, -262.126
19884.1, 2965.89, 190.383, -262.19
19886, 2963.26, 190.359, -262.254
19887.9, 2960.64, 190.334, -262.318
19889.8, 2958.02, 190.309, -262.382
19891.7, 2955.39, 190.285, -262.446
19893.7, 2952.77, 190.26, -262.51
19895.6, 2950.15, 190.235, -262.574
19897.5, 2947.52, 190.211, -262.638
19899.4, 2944.89, 190.186, -262.702
19901.3, 2942.27, 190.161, -262.766
19903.2, 2939.64, 190.137, -262.83
19905.1, 2937.01, 190.112, -262.894
19907, 2934.38, 190.087, -262.958
19908.9, 2931.75, 190.063, -263.022
19910.8, 2929.12, 190.038, -263.086
19912.7, 2926.49, 190.013, -263.15
19914.6, 2923.86, 189.989, -263.214
19916.5, 2921.23, 189.964, -263.278
19918.4, 2918.59, 189.939, -263.342
19920.3, 2915.96, 189.915, -263.406
19922.2, 2913.33, 189.89, -263.47
19924.1, 2910.69, 189.865, -263.534
19926, 2908.06, 189.841, -263.598
19927.9, 2905.42, 189.816, -263.661
19929.8, 2902.78, 189.791, -263.725
19931.7, 2900.15, 189.767, -263.789
19933.6, 2897.51, 189.742, -263.853
19935.5, 2894.87, 189.717, -263.917
19937.3, 2892.23, 189.693, -263.98
19939.2, 2889.59, 189.668, -264.044
19941.1, 2886.95, 189.643, -264.108
19943, 2884.31, 189.619, -264.172
19944.9, 2881.67, 189.594, -264.236
19946.8, 2879.03, 189.569, -264.299
19948.7, 2876.38, 189.545, -264.363
19950.6, 2873.74, 189.52, -264.427
19952.5, 2871.09, 189.495, -264.49
19954.4, 2868.45, 189.471, -264.554
19956.3, 2865.8, 189.446, -264.618
19958.2, 2863.16, 189.421, -264.681
19960.1, 2860.51, 189.397, -264.745
19962, 2857.86, 189.372, -264.809
19963.9, 2855.22, 189.347, -264.872
19965.8, 2852.57, 189.323, -264.936
19967.7, 2849.92, 189.298, -264.999
19969.6, 2847.27, 189.273, -265.063
19971.5, 2844.62, 189.249, -265.127
19973.3, 2841.97, 189.224, -265.19
19975.2, 2839.31, 189.199, -265.254
19977.1, 2836.66, 189.175, -265.317
19979, 2834.01, 189.15, -265.381
19980.9, 2831.35, 189.125, -265.444
19982.8, 2828.7, 189.101, -265.508
19984.7, 2826.04, 189.076, -265.571
19986.6, 2823.39, 189.052, -265.635
19988.5, 2820.73, 189.027, -265.698
19990.4, 2818.08, 189.002, -265.762
19992.3, 2815.42, 188.978, -265.825
19994.1, 2812.76, 188.953, -265.888
19996, 2810.1, 188.928, -265.952
19997.9, 2807.44, 188.904, -266.015
19999.8, 2804.78, 188.879, -266.079
20001.7, 2802.12, 188.854, -266.142
20003.6, 2799.46, 188.83, -266.205
20005.5, 2796.8, 188.805, -266.269
20007.4, 2794.13, 188.78, -266.332
20009.3, 2791.47, 188.756, -266.395
20011.1, 2788.81, 188.731, -266.459
20013, 2786.14, 188.706, -266.522
20014.9, 2783.48, 188.682, -266.585
20016.8, 2780.81, 188.657, -266.649
20018.7, 2778.14, 188.632, -266.712
20020.6, 2775.48, 188.608, -266.775
20022.5, 2772.81, 188.583, -266.838
20024.4, 2770.14, 188.558, -266.901
20026.2, 2767.47, 188.534, -266.965
20028.1, 2764.8, 188.509, -267.028
20030, 2762.13, 188.485, -267.091
20031.9, 2759.46, 188.46, -267.154
20033.8, 2756.79, 188.435, -267.217
20035.7, 2754.12, 188.411, -267.281
20037.5, 2751.45, 188.386, -267.344
20039.4, 2748.77, 188.361, -267.407
20041.3, 2746.1, 188.337, -267.47
20043.2, 2743.42, 188.312, -267.533
20045.1, 2740.75, 188.287, -267.596
20047, 2738.07, 188.263, -267.659
20048.8, 2735.4, 188.238, -267.722
20050.7, 2732.72, 188.213, -267.785
20052.6, 2730.04, 188.189, -267.848
20054.5, 2727.36, 188.164, -267.911
20056.4, 2724.68, 188.14, -267.974
20058.3, 2722, 188.115, -268.037
20060.1, 2719.32, 188.09, -268.1
20062, 2716.64, 188.066, -268.163
20063.9, 2713.96, 188.041, -268.226
20065.8, 2711.28, 188.016, -268.289
20067.7, 2708.59, 187.992, -268.352
20069.5, 2705.91, 187.967, -268.415
20071.4, 2703.23, 187.942, -268.478
20073.3, 2700.54, 187.918, -268.541
20075.2, 2697.86, 187.893, -268.604
20077.1, 2695.17, 187.869, -268.667
20078.9, 2692.48, 187.844, -268.73
20080.8, 2689.8, 187.819, -268.793
20082.7, 2687.11, 187.795, -268.855
20084.6, 2684.42, 187.77, -268.918
20086.4, 2681.73, 187.745, -268.981
20088.3, 2679.04, 187.721, -269.044
20090.2, 2676.35, 187.696, -269.107
20092.1, 2673.66, 187.671, -269.169
20094, 2670.97, 187.647, -269.232
20095.8, 2668.28, 187.622, -269.295
20097.7, 2665.58, 187.598, -269.358
20099.6, 2662.89, 187.573, -269.42
20101.5, 2660.2, 187.548, -269.483
20103.3, 2657.5, 187.524, -269.546
20105.2, 2654.8, 187.499, -269.609
20107.1, 2652.11, 187.474, -269.671
20109, 2649.41, 187.45, -269.734
20110.8, 2646.71, 187.425, -269.797
20112.7, 2644.02, 187.4, -269.859
20114.6, 2641.32, 187.376, -269.922
20116.5, 2638.62, 187.351, -269.984
20118.3, 2635.92, 187.327, -270.047
20120.2, 2633.22, 187.302, -270.11
20122.1, 2630.52, 187.277, -270.172
20123.9, 2627.82, 187.253, -270.235
20125.8, 2625.11, 187.228, -270.297
20127.7, 2622.41, 187.203, -270.36
20129.6, 2619.71, 187.179, -270.422
20131.4, 2617, 187.154, -270.485
20133.3, 2614.3, 187.13, -270.548
20135.2, 2611.59, 187.105, -270.61
20137.1, 2608.89, 187.08, -270.672
20138.9, 2606.18, 187.056, -270.735
20140.8, 2603.47, 187.031, -270.797
20142.7, 2600.76, 187.007, -270.86
20144.5, 2598.06, 186.982, -270.922
20146.4, 2595.35, 186.957, -270.985
20148.3, 2592.64, 186.933, -271.047
20150.1, 2589.93, 186.908, -271.11
20152, 2587.21, 186.883, -271.172
20153.9, 2584.5, 186.859, -271.234
20155.7, 2581.79, 186.834, -271.297
20157.6, 2579.08, 186.81, -271.359
20159.5, 2576.36, 186.785, -271.421
20161.4, 2573.65, 186.76, -271.484
20163.2, 2570.94, 186.736, -271.546
20165.1, 2568.22, 186.711, -271.608
20167, 2565.5, 186.686, -271.671
20168.8, 2562.79, 186.662, -271.733
20170.7, 2560.07, 186.637, -271.795
20172.6, 2557.35, 186.613, -271.857
20174.4, 2554.63, 186.588, -271.92
20176.3, 2551.91, 186.563, -271.982
20178.2, 2549.19, 186.539, -272.044
20180, 2546.47, 186.514, -272.106
20181.9, 2543.75, 186.49, -272.169
20183.7, 2541.03, 186.465, -272.231
20185.6, 2538.31, 186.44, -272.293
20187.5, 2535.59, 186.416, -272.355
20189.3, 2532.86, 186.391, -272.417
20191.2, 2530.14, 186.367, -272.479
20193.1, 2527.41, 186.342, -272.541
20194.9, 2524.69, 186.317, -272.604
20196.8, 2521.96, 186.293, -272.666
20198.7, 2519.24, 186.268, -272.728
20200.5, 2516.51, 186.243, -272.79
20202.4, 2513.78, 186.219, -272.852
20204.2, 2511.05, 186.194, -272.914
20206.1, 2508.32, 186.17, -272.976
20208, 2505.59, 186.145, -273.038
20209.8, 2502.86, 186.12, -273.1
20211.7, 2500.13, 186.096, -273.162
20213.6, 2497.4, 186.071, -273.224
20215.4, 2494.67, 186.047, -273.286
20217.3, 2491.93, 186.022, -273.348
20219.1, 2489.2, 185.997, -273.41
20221, 2486.47, 185.973, -273.472
20222.9, 2483.73, 185.948, -273.534
20224.7, 2481, 185.924, -273.596
20226.6, 2478.26, 185.899, -273.657
20228.4, 2475.52, 185.874, -273.719
20230.3, 2472.79, 185.85, -273.781
20232.1, 2470.05, 185.825, -273.843
20234, 2467.31, 185.801, -273.905
20235.9, 2464.57, 185.776, -273.967
20237.7, 2461.83, 185.751, -274.029
20239.6, 2459.09, 185.727, -274.09
20241.4, 2456.35, 185.702, -274.152
20243.3, 2453.61, 185.678, -274.214
20245.2, 2450.87, 185.653, -274.276
20247, 2448.12, 185.628, -274.338
20248.9, 2445.38, 185.604, -274.399
20250.7, 2442.64, 185.579, -274.461
20252.6, 2439.89, 185.555, -274.523
20254.4, 2437.15, 185.53, -274.585
20256.3, 2434.4, 185.505, -274.646
20258.1, 2431.65, 185.481, -274.708
20260, 2428.91, 185.456, -274.77
20261.9, 2426.16, 185.432, -274.831
20263.7, 2423.41, 185.407, -274.893
20265.6, 2420.66, 185.383, -274.955
20267.4, 2417.91, 185.358, -275.016
20269.3, 2415.16, 185.333, -275.078
20271.1, 2412.41, 185.309, -275.139
20273, 2409.66, 185.284, -275.201
20274.8, 2406.91, 185.26, -275.263
20276.7, 2404.16, 185.235, -275.324
20278.5, 2401.4, 185.21, -275.386
20280.4, 2398.65, 185.186, -275.447
20282.2, 2395.89, 185.161, -275.509
20284.1, 2393.14, 185.137, -275.57
20285.9, 2390.38, 185.112, -275.632
20287.8, 2387.63, 185.087, -275.693
20289.6, 2384.87, 185.063, -275.755
20291.5, 2382.11, 185.038, -275.816
20293.3, 2379.36, 185.014, -275.878
20295.2, 2376.6, 184.989, -275.939
20297, 2373.84, 184.965, -276.001
20298.9, 2371.08, 184.94, -276.062
20300.7, 2368.32, 184.915, -276.123
20302.6, 2365.56, 184.891, -276.185
20304.4, 2362.79, 184.866, -276.246
20306.3, 2360.03, 184.842, -276.308
20308.1, 2357.27, 184.817, -276.369
20310, 2354.5, 184.792, -276.43
20311.8, 2351.74, 184.768, -276.492
20313.7, 2348.97, 184.743, -276.553
20315.5, 2346.21, 184.719, -276.614
20317.4, 2343.44, 184.694, -276.675
20319.2, 2340.68, 184.67, -276.737
20321.1, 2337.91, 184.645, -276.798
20322.9, 2335.14, 184.62, -276.859
20324.8, 2332.37, 184.596, -276.921
20326.6, 2329.6, 184.571, -276.982
20328.5, 2326.83, 184.547, -277.043
20330.3, 2324.06, 184.522, -277.104
20332.1, 2321.29, 184.498, -277.165
20334, 2318.52, 184.473, -277.227
20335.8, 2315.75, 184.448, -277.288
20337.7, 2312.98, 184.424, -277.349
20339.5, 2310.2, 184.399, -277.41
20341.4, 2307.43, 184.375, -277.471
20343.2, 2304.65, 184.35, -277.532
20345.1, 2301.88, 184.326, -277.593
20346.9, 2299.1, 184.301, -277.655
20348.7, 2296.32, 184.276, -277.716
20350.6, 2293.55, 184.252, -277.777
20352.4, 2290.77, 184.227, -277.838
20354.3, 2287.99, 184.203, -277.899
20356.1, 2285.21, 184.178, -277.96
20357.9, 2282.43, 184.154, -278.021
20359.8, 2279.65, 184.129, -278.082
20361.6, 2276.87, 184.104, -278.143
20363.5, 2274.09, 184.08, -278.204
20365.3, 2271.31, 184.055, -278.265
20367.2, 2268.53, 184.031, -278.326
20369, 2265.74, 184.006, -278.387
20370.8, 2262.96, 183.982, -278.448
20372.7, 2260.17, 183.957, -278.509
20374.5, 2257.39, 183.933, -278.57
20376.4, 2254.6, 183.908, -278.631
20378.2, 2251.82, 183.883, -278.691
20380, 2249.03, 183.859, -278.752
20381.9, 2246.24, 183.834, -278.813
20383.7, 2243.45, 183.81, -278.874
20385.5, 2240.67, 183.785, -278.935
20387.4, 2237.88, 183.761, -278.996
20389.2, 2235.09, 183.736, -279.056
20391.1, 2232.3, 183.712, -279.117
20392.9, 2229.5, 183.687, -279.178
20394.7, 2226.71, 183.662, -279.239
20396.6, 2223.92, 183.638, -279.3
20398.4, 2221.13, 183.613, -279.36
20400.2, 2218.33, 183.589, -279.421
20402.1, 2215.54, 183.564, -279.482
20403.9, 2212.75, 183.54, -279.543
20405.7, 2209.95, 183.515, -279.603
20407.6, 2207.15, 183.491, -279.664
20409.4, 2204.36, 183.466, -279.725
20411.3, 2201.56, 183.441, -279.785
20413.1, 2198.76, 183.417, -279.846
20414.9, 2195.96, 183.392, -279.907
20416.8, 2193.16, 183.368, -279.967
20418.6, 2190.36, 183.343, -280.028
20420.4, 2187.56, 183.319, -280.089
20422.3, 2184.76, 183.294, -280.149
20424.1, 2181.96, 183.27, -280.21
20425.9, 2179.16, 183.245, -280.27
20427.8, 2176.36, 183.221, -280.331
20429.6, 2173.55, 183.196, -280.391
20431.4, 2170.75, 183.171, -280.452
20433.3, 2167.95, 183.147, -280.512
20435.1, 2165.14, 183.122, -280.573
20436.9, 2162.33, 183.098, -280.633
20438.7, 2159.53, 183.073, -280.694
20440.6, 2156.72, 183.049, -280.754
20442.4, 2153.91, 183.024, -280.815
20444.2, 2151.11, 183, -280.875
20446.1, 2148.3, 182.975, -280.936
20447.9, 2145.49, 182.951, -280.996
20449.7, 2142.68, 182.926, -281.057
20451.6, 2139.87, 182.902, -281.117
20453.4, 2137.06, 182.877, -281.177
20455.2, 2134.24, 182.852, -281.238
20457, 2131.43, 182.828, -281.298
20458.9, 2128.62, 182.803, -281.358
20460.7, 2125.81, 182.779, -281.419
20462.5, 2122.99, 182.754, -281.479
20464.4, 2120.18, 182.73, -281.539
20466.2, 2117.36, 182.705, -281.6
20468, 2114.54, 182.681, -281.66
20469.8, 2111.73, 182.656, -281.72
20471.7, 2108.91, 182.632, -281.781
20473.5, 2106.09, 182.607, -281.841
20475.3, 2103.27, 182.583, -281.901
20477.1, 2100.46, 182.558, -281.961
20479, 2097.64, 182.534, -282.022
20480.8, 2094.82, 182.509, -282.082
20482.6, 2092, 182.484, -282.142
20484.4, 2089.17, 182.46, -282.202
20486.3, 2086.35, 182.435, -282.262
20488.1, 2083.53, 182.411, -282.322
20489.9, 2080.71, 182.386, -282.383
20491.7, 2077.88, 182.362, -282.443
20493.6, 2075.06, 182.337, -282.503
20495.4, 2072.23, 182.313, -282.563
20497.2, 2069.41, 182.288, -282.623
20499, 2066.58, 182.264, -282.683
20500.9, 2063.75, 182.239, -282.743
20502.7, 2060.93, 182.215, -282.803
20504.5, 2058.1, 182.19, -282.863
20506.3, 2055.27, 182.166, -282.923
20508.1, 2052.44, 182.141, -282.983
20510, 2049.61, 182.117, -283.043
20511.8, 2046.78, 182.092, -283.103
20513.6, 2043.95, 182.068, -283.163
20515.4, 2041.12, 182.043, -283.223
20517.2, 2038.29, 182.019, -283.283
20519.1, 2035.45, 181.994, -283.343
20520.9, 2032.62, 181.97, -283.403
20522.7, 2029.79, 181.945, -283.463
20524.5, 2026.95, 181.921, -283.523
20526.3, 2024.12, 181.896, -283.583
20528.2, 2021.28, 181.871, -283.643
20530, 2018.44, 181.847, -283.703
20531.8, 2015.61, 181.822, -283.762
20533.6, 2012.77, 181.798, -283.822
20535.4, 2009.93, 181.773, -283.882
20537.3, 2007.09, 181.749, -283.942
20539.1, 2004.25, 181.724, -284.002
20540.9, 2001.41, 181.7, -284.062
20542.7, 1998.57, 181.675, -284.121
20544.5, 1995.73, 181.651, -284.181
20546.3, 1992.89, 181.626, -284.241
20548.2, 1990.05, 181.602, -284.301
20550, 1987.2, 181.577, -284.36
20551.8, 1984.36, 181.553, -284.42
20553.6, 1981.51, 181.528, -284.48
20555.4, 1978.67, 181.504, -284.539
20557.2, 1975.82, 181.479, -284.599
20559, 1972.98, 181.455, -284.659
20560.9, 1970.13, 181.43, -284.718
20562.7, 1967.29, 181.406, -284.778
20564.5, 1964.44, 181.381, -284.838
20566.3, 1961.59, 181.357, -284.897
20568.1, 1958.74, 181.332, -284.957
20569.9, 1955.89, 181.308, -285.017
20571.7, 1953.04, 181.283, -285.076
20573.6, 1950.19, 181.259, -285.136
20575.4, 1947.34, 181.234, -285.195
20577.2, 1944.49, 181.21, -285.255
20579, 1941.63, 181.185, -285.314
20580.8, 1938.78, 181.161, -285.374
20582.6, 1935.93, 181.136, -285.433
20584.4, 1933.07, 181.112, -285.493
20586.2, 1930.22, 181.087, -285.552
20588, 1927.36, 181.063, -285.612
20589.9, 1924.51, 181.038, -285.671
20591.7, 1921.65, 181.014, -285.731
20593.5, 1918.79, 180.989, -285.79
20595.3, 1915.93, 180.965, -285.85
20597.1, 1913.08, 180.94, -285.909
20598.9, 1910.22, 180.916, -285.969
20600.7, 1907.36, 180.891, -286.028
20602.5, 1904.5, 180.867, -286.087
20604.3, 1901.64, 180.842, -286.147
20606.1, 1898.77, 180.818, -286.206
20608, 1895.91, 180.794, -286.265
20609.8, 1893.05, 180.769, -286.325
20611.6, 1890.19, 180.745, -286.384
20613.4, 1887.32, 180.72, -286.443
20615.2, 1884.46, 180.696, -286.503
20617, 1881.59, 180.671, -286.562
20618.8, 1878.73, 180.647, -286.621
20620.6, 1875.86, 180.622, -286.68
20622.4, 1872.99, 180.598, -286.74
20624.2, 1870.13, 180.573, -286.799
20626, 1867.26, 180.549, -286.858
20627.8, 1864.39, 180.524, -286.917
20629.6, 1861.52, 180.5, -286.977
20631.4, 1858.65, 180.475, -287.036
20633.2, 1855.78, 180.451, -287.095
20635, 1852.91, 180.426, -287.154
20636.9, 1850.04, 180.402, -287.213
20638.7, 1847.17, 180.377, -287.272
20640.5, 1844.29, 180.353, -287.331
20642.3, 1841.42, 180.328, -287.391
20644.1, 1838.55, 180.304, -287.45
20645.9, 1835.67, 180.279, -287.509
20647.7, 1832.8, 180.255, -287.568
20649.5, 1829.92, 180.231, -287.627
20651.3, 1827.04, 180.206, -287.686
20653.1, 1824.17, 180.182, -287.745
20654.9, 1821.29, 180.157, -287.804
20656.7, 1818.41, 180.133, -287.863
20658.5, 1815.53, 180.108, -287.922
20660.3, 1812.65, 180.084, -287.981
20662.1, 1809.77, 180.059, -288.04
20663.9, 1806.89, 180.035, -288.099
20665.7, 1804.01, 180.01, -288.158
20667.5, 1801.13, 179.986, -288.217
20669.3, 1798.25, 179.961, -288.276
20671.1, 1795.37, 179.937, -288.335
20672.9, 1792.48, 179.912, -288.394
20674.7, 1789.6, 179.888, -288.452
20676.5, 1786.71, 179.864, -288.511
20678.3, 1783.83, 179.839, -288.57
20680.1, 1780.94, 179.815, -288.629
20681.9, 1778.06, 179.79, -288.688
20683.7, 1775.17, 179.766, -288.747
20685.5, 1772.28, 179.741, -288.806
20687.3, 1769.4, 179.717, -288.864
20689.1, 1766.51, 179.692, -288.923
20690.9, 1763.62, 179.668, -288.982
20692.7, 1760.73, 179.643, -289.041
20694.5, 1757.84, 179.619, -289.099
20696.3, 1754.95, 179.595, -289.158
20698, 1752.05, 179.57, -289.217
20699.8, 1749.16, 179.546, -289.276
20701.6, 1746.27, 179.521, -289.334
20703.4, 1743.38, 179.497, -289.393
20705.2, 1740.48, 179.472, -289.452
20707, 1737.59, 179.448, -289.51
20708.8, 1734.69, 179.423, -289.569
20710.6, 1731.8, 179.399, -289.628
20712.4, 1728.9, 179.374, -289.686
20714.2, 1726, 179.35, -289.745
20716, 1723.11, 179.326, -289.804
20717.8, 1720.21, 179.301, -289.862
20719.6, 1717.31, 179.277, -289.921
20721.4, 1714.41, 179.252, -289.979
20723.2, 1711.51, 179.228, -290.038
20725, 1708.61, 179.203, -290.096
20726.8, 1705.71, 179.179, -290.155
20728.5, 1702.81, 179.154, -290.213
20730.3, 1699.91, 179.13, -290.272
20732.1, 1697, 179.106, -290.33
20733.9, 1694.1, 179.081, -290.389
20735.7, 1691.2, 179.057, -290.447
20737.5, 1688.29, 179.032, -290.506
20739.3, 1685.39, 179.008, -290.564
20741.1, 1682.48, 178.983, -290.623
20742.9, 1679.57, 178.959, -290.681
20744.7, 1676.67, 178.935, -290.74
20746.4, 1673.76, 178.91, -290.798
20748.2, 1670.85, 178.886, -290.856
20750, 1667.94, 178.861, -290.915
20751.8, 1665.03, 178.837, -290.973
20753.6, 1662.13, 178.812, -291.031
20755.4, 1659.21, 178.788, -291.09
20757.2, 1656.3, 178.764, -291.148
20759, 1653.39, 178.739, -291.206
20760.8, 1650.48, 178.715, -291.265
20762.5, 1647.57, 178.69, -291.323
20764.3, 1644.65, 178.666, -291.381
20766.1, 1641.74, 178.641, -291.44
20767.9, 1638.83, 178.617, -291.498
20769.7, 1635.91, 178.593, -291.556
20771.5, 1633, 178.568, -291.614
20773.3, 1630.08, 178.544, -291.672
20775, 1627.16, 178.519, -291.731
20776.8, 1624.25, 178.495, -291.789
20778.6, 1621.33, 178.47, -291.847
20780.4, 1618.41, 178.446, -291.905
20782.2, 1615.49, 178.422, -291.963
20784, 1612.57, 178.397, -292.021
20785.8, 1609.65, 178.373, -292.08
20787.5, 1606.73, 178.348, -292.138
20789.3, 1603.81, 178.324, -292.196
20791.1, 1600.89, 178.299, -292.254
20792.9, 1597.96, 178.275, -292.312
20794.7, 1595.04, 178.251, -292.37
20796.5, 1592.12, 178.226, -292.428
20798.2, 1589.19, 178.202, -292.486
20800, 1586.27, 178.177, -292.544
20801.8, 1583.34, 178.153, -292.602
20803.6, 1580.42, 178.129, -292.66
20805.4, 1577.49, 178.104, -292.718
20807.1, 1574.56, 178.08, -292.776
20808.9, 1571.63, 178.055, -292.834
20810.7, 1568.71, 178.031, -292.892
20812.5, 1565.78, 178.007, -292.95
20814.3, 1562.85, 177.982, -293.008
20816, 1559.92, 177.958, -293.066
20817.8, 1556.99, 177.933, -293.124
20819.6, 1554.06, 177.909, -293.182
20821.4, 1551.12, 177.884, -293.24
20823.2, 1548.19, 177.86, -293.297
20824.9, 1545.26, 177.836, -293.355
20826.7, 1542.33, 177.811, -293.413
20828.5, 1539.39, 177.787, -293.471
20830.3, 1536.46, 177.762, -293.529
20832, 1533.52, 177.738, -293.587
20833.8, 1530.59, 177.714, -293.644
20835.6, 1527.65, 177.689, -293.702
20837.4, 1524.71, 177.665, -293.76
20839.2, 1521.77, 177.64, -293.818
20840.9, 1518.84, 177.616, -293.875
20842.7, 1515.9, 177.592, -293.933
20844.5, 1512.96, 177.567, -293.991
20846.3, 1510.02, 177.543, -294.049
20848, 1507.08, 177.518, -294.106
20849.8, 1504.14, 177.494, -294.164
20851.6, 1501.19, 177.47, -294.222
20853.4, 1498.25, 177.445, -294.279
20855.1, 1495.31, 177.421, -294.337
20856.9, 1492.37, 177.397, -294.395
20858.7, 1489.42, 177.372, -294.452
20860.5, 1486.48, 177.348, -294.51
20862.2, 1483.53, 177.323, -294.567
20864, 1480.59, 177.299, -294.625
20865.8, 1477.64, 177.275, -294.683
20867.6, 1474.69, 177.25, -294.74
20869.3, 1471.75, 177.226, -294.798
20871.1, 1468.8, 177.201, -294.855
20872.9, 1465.85, 177.177, -294.913
20874.6, 1462.9, 177.153, -294.97
20876.4, 1459.95, 177.128, -295.028
20878.2, 1457, 177.104, -295.085
20880, 1454.05, 177.08, -295.143
20881.7, 1451.1, 177.055, -295.2
20883.5, 1448.15, 177.031, -295.258
20885.3, 1445.19, 177.006, -295.315
20887, 1442.24, 176.982, -295.373
20888.8, 1439.29, 176.958, -295.43
20890.6, 1436.33, 176.933, -295.487
20892.3, 1433.38, 176.909, -295.545
20894.1, 1430.42, 176.885, -295.602
20895.9, 1427.47, 176.86, -295.66
20897.6, 1424.51, 176.836, -295.717
20899.4, 1421.55, 176.811, -295.774
20901.2, 1418.6, 176.787, -295.832
20903, 1415.64, 176.763, -295.889
20904.7, 1412.68, 176.738, -295.946
20906.5, 1409.72, 176.714, -296.004
20908.3, 1406.76, 176.69, -296.061
20910, 1403.8, 176.665, -296.118
20911.8, 1400.84, 176.641, -296.175
20913.6, 1397.87, 176.616, -296.233
20915.3, 1394.91, 176.592, -296.29
20917.1, 1391.95, 176.568, -296.347
20918.9, 1388.99, 176.543, -296.404
20920.6, 1386.02, 176.519, -296.461
20922.4, 1383.06, 176.495, -296.519
20924.1, 1380.09, 176.47, -296.576
20925.9, 1377.13, 176.446, -296.633
20927.7, 1374.16, 176.422, -296.69
20929.4, 1371.19, 176.397, -296.747
20931.2, 1368.23, 176.373, -296.804
20933, 1365.26, 176.348, -296.861
20934.7, 1362.29, 176.324, -296.919
20936.5, 1359.32, 176.3, -296.976
20938.3, 1356.35, 176.275, -297.033
20940, 1353.38, 176.251, -297.09
20941.8, 1350.41, 176.227, -297.147
20943.5, 1347.44, 176.202, -297.204
20945.3, 1344.47, 176.178, -297.261
20947.1, 1341.49, 176.154, -297.318
20948.8, 1338.52, 176.129, -297.375
20950.6, 1335.55, 176.105, -297.432
20952.4, 1332.57, 176.081, -297.489
20954.1, 1329.6, 176.056, -297.546
20955.9, 1326.62, 176.032, -297.603
20957.6, 1323.65, 176.008, -297.66
20959.4, 1320.67, 175.983, -297.717
